USNO-B1.0|RAJ2000|DEJ2000|e_RAJ2000|e_DEJ2000|Epoch|pmRA|pmDE|Ndet|B1mag|R1mag|B2mag|R2mag|Imag
0613-0036420|052.533606|-28.697631|359| 10|1989.3|     0|     0|2|     |     |20.21|19.35|
0613-0036421|052.533639|-28.603581|999|999|1970.6|  -238|   166|3|23.24|19.78|     |     |18.05
0613-0036422|052.534103|-28.650059| 83|127|1983.6|    20|   -20|4|     |19.28|20.27|19.39|17.30
0613-0036423|052.536392|-28.654723|855|151|1978.2|     0|     0|3|23.08|     |20.24|19.76|
0613-0036424|052.536845|-28.697712| 30| 55|1978.1|     0|   -18|5|13.95|12.57|13.22|12.83|12.33
0613-0036425|052.540425|-28.632753|162|125|1978.1|     0|     0|5|20.31|18.59|19.92|18.75|17.87
0613-0036426|052.544659|-28.604195|233|232|1984.3|   -68|    -6|3|     |18.98|     |19.62|18.71
0613-0036427|052.545198|-28.604070|999|485|1968.8|     0|     0|2|     |19.05|20.25|     |
0613-0036428|052.547828|-28.650403|999|999|1989.3|     0|     0|2|     |     |20.26|19.42|
0613-0036429|052.548181|-28.650020|211|752|1984.3|     0|     0|3|20.86|     |     |19.87|18.70
0613-0036430|052.548709|-28.650598| 53| 60|1983.6|     0|     0|4|     |19.20|17.58|17.59|18.51
0613-0036431|052.549009|-28.650787|278|329|1992.8|   -20|  -212|3|     |     |20.01|19.47|18.42
0613-0036432|052.549053|-28.610170|242| 86|1983.6|   -14|    14|4|20.62|     |20.20|19.87|18.70
0613-0036433|052.549164|-28.649809|451|950|1989.3|     0|     0|2|     |     |19.57|19.87|
0613-0036434|052.549909|-28.650228|666|285|1978.2|    48|    64|3|20.48|     |20.26|19.81|
0613-0036435|052.549934|-28.649956|999|970|1976.4|     0|     0|2|     |19.30|     |19.72|
0613-0036436|052.552273|-28.690934|999|832|1979.1|     0|     0|3|23.79|     |19.69|     |18.13
0613-0036437|052.553512|-28.632914|114|131|1978.1|    -2|   -38|5|15.13|13.48|14.77|13.77|13.29
0613-0036438|052.553595|-28.673592|115|200|1983.6|     0|     0|4|20.43|     |19.81|19.87|18.72
0613-0036439|052.554373|-28.639637|183| 14|1992.8|   -10|   -14|3|     |     |19.95|19.51|18.72
0613-0036440|052.554995|-28.661148|999|999|1978.2|     0|     0|3|     |19.74|20.24|23.14|
0613-0036441|052.561664|-28.663681| 92|999|1955.9|     0|     0|2|23.51|19.50|     |     |
0613-0036442|052.561875|-28.623048|188|805|1976.4|     0|     0|2|24.47|     |     |19.86|
0613-0036443|052.565400|-28.660209|999|999|1976.4|     0|     0|2|     |18.83|     |19.62|
0613-0036444|052.566650|-28.660314|346|267|1983.6|     0|     0|4|     |17.89|17.77|16.77|17.10
0613-0036445|052.566900|-28.643239|999|999|1977.9|     0|     0|2|     |18.25|     |     |18.72
0613-0036446|052.567150|-28.660603|477|  4|1978.2|    56|   -38|3|     |18.21|17.36|16.44|
0613-0036447|052.567370|-28.660823|163|187|1978.1|   -26|    20|5|18.73|17.29|17.96|16.68|16.71
0613-0036448|052.568156|-28.693384|977|999|1978.2|   -60|  -264|3|23.86|     |20.10|19.76|
0613-0036449|052.569045|-28.612887| 85|140|1983.6|     0|     0|4|     |19.30|20.04|19.69|18.50
0613-0036450|052.573750|-28.606648| 83| 99|1978.1|     0|     0|5|20.73|18.31|19.86|18.38|17.62
0613-0036451|052.575489|-28.664806|671|115|1989.3|     0|     0|2|     |     |20.26|19.82|
0613-0036452|052.575745|-28.697375| 57|495|1998.4|     0|     0|2|     |     |     |19.87|18.41
0613-0036453|052.576125|-28.664809|359|239|1989.3|     0|     0|2|     |     |20.10|19.74|
0613-0036454|052.579200|-28.686920| 89|287|1983.6|   -28|     4|4|20.66|     |19.63|19.32|18.72
0613-0036455|052.579895|-28.665806|999|999|1983.6|   186|  -222|4|20.96|     |20.15|19.87|18.72
0613-0036456|052.580020|-28.669473| 19| 54|1992.8|    14|    16|3|     |     |20.19|19.45|18.40
0613-0036457|052.589003|-28.608650|132| 84|1992.8|     0|     0|3|     |     |20.26|19.84|18.30
0613-0036458|052.589987|-28.609348|126|391|1992.8|    46|   -20|3|     |     |20.24|19.69|18.65
0613-0036459|052.591225|-28.667481| 52| 80|1978.1|    -2|   -12|5|15.93|14.63|15.91|14.86|14.36
0613-0036460|052.592092|-28.675128|999|999|1977.9|     0|     0|2|     |19.76|     |     |18.36
0613-0036461|052.593745|-28.688612| 44| 48|1978.1|     0|     0|5|16.17|14.79|16.16|15.09|14.57
0613-0036462|052.594739|-28.664887|504|999|1990.8|     0|     0|2|     |     |17.90|     |17.67
0613-0036463|052.597028|-28.621081|100| 59|1978.1|    18|    -4|5|17.51|16.83|17.72|16.93|16.85
0613-0036464|052.598087|-28.628098|509|370|1998.4|     0|     0|2|     |     |     |19.87|18.63
0613-0036465|052.598887|-28.652614|999|999|1983.6|  -264|   -98|4|     |19.87|19.96|24.23|18.55
0613-0036466|052.600867|-28.661334| 39|171|1978.1|     4|    -6|5|17.59|16.88|17.67|17.04|16.95
0613-0036467|052.601009|-28.674723|999|999|1968.8|     0|     0|2|     |20.26|19.75|     |
0613-0036468|052.601789|-28.628164| 63| 88|1978.1|     0|     6|5|13.41|12.26|12.68|12.54|12.10
0613-0036469|052.605706|-28.690998| 32| 22|1978.1|     0|     0|5|16.78|15.28|16.63|15.43|14.88
0613-0036470|052.606895|-28.644039|138| 83|1978.1|     2|   -10|5|16.44|15.17|16.53|15.60|15.17
0613-0036471|052.610267|-28.624023|101| 72|1978.1|    -4|   -14|5|18.75|17.65|18.15|17.50|17.96
0613-0036472|052.612098|-28.606284|180|230|1983.6|     0|     0|4|     |19.36|20.19|19.62|18.72
0613-0036473|052.613198|-28.698053|560|999|1983.6|     0|     0|4|20.11|     |20.13|19.78|18.24
0613-0036474|052.613212|-28.672820| 98|193|1983.6|     0|     0|4|19.95|     |19.82|19.63|18.72
0613-0036475|052.614325|-28.615856|467|521|1992.8|   -50|  -206|3|     |     |19.60|19.87|18.58
0613-0036476|052.617531|-28.622367| 25|119|1978.1|    14|   -22|5|18.34|16.40|18.00|16.45|16.04
0613-0036477|052.618420|-28.665489|999|999|1978.2|   212|  -294|3|23.74|     |19.86|19.87|
0613-0036478|052.619234|-28.694017|174|137|1978.1|   -12|    22|5|19.71|18.60|18.12|17.36|17.63
0613-0036479|052.619414|-28.694253|188|974|1955.9|     0|     0|2|19.89|18.55|     |     |
0613-0036480|052.619548|-28.653348|317| 76|1978.1|    36|    18|5|20.88|19.50|20.21|19.29|18.41
0613-0036481|052.622753|-28.616689|124| 47|1992.8|     0|    12|3|     |     |20.22|19.64|18.67
0613-0036482|052.624950|-28.641956|136| 63|1978.1|     0|     0|5|20.42|19.27|19.83|19.28|18.64
0613-0036483|052.629953|-28.629428|582|999|1983.6|   -62|   -72|4|23.36|     |20.26|19.62|18.68
0613-0036484|052.630273|-28.617339|248|159|1978.1|     0|     0|5|19.79|17.80|16.90|16.70|17.50
0613-0036485|052.630756|-28.663292|  2|159|1984.3|    16|  -180|3|     |19.65|     |19.56|18.62
0613-0036486|052.632334|-28.617714|999|222|1983.6|     0|     0|4|19.75|     |19.97|19.30|18.71
0613-0036487|052.635450|-28.637945|658|999|1955.9|     0|     0|2|24.47|20.02|     |     |
0613-0036488|052.635712|-28.643914|315|774|1990.8|     0|     0|2|     |     |20.27|     |18.25
0613-0036489|052.635995|-28.698000|116| 55|1978.1|     0|     0|5|20.07|17.02|18.95|17.15|16.30
0613-0036490|052.636053|-28.643917|416|399|1990.8|     0|     0|2|     |     |20.25|     |18.51
0613-0036491|052.639375|-28.688948|412|155|1998.4|     0|     0|2|     |     |     |19.87|18.29
0613-0036492|052.639592|-28.605289| 26| 61|1978.1|     0|     0|5|16.08|14.99|16.17|14.90|14.75
0613-0036493|052.642262|-28.685734|196|211|1983.6|   -24|   -14|4|     |19.15|19.66|18.97|18.24
0613-0036494|052.642620|-28.686389|814|450|1984.3|     0|     0|3|20.99|     |     |23.15|18.62
0613-0036495|052.642750|-28.680484|271|999|1998.4|     0|     0|2|     |     |     |19.81|18.72
0613-0036496|052.642775|-28.676003|  0|  0|2000.0|    42|    -2|0|13.18|11.23|12.43|11.16|10.64
0613-0036497|052.642778|-28.672281|113|999|1984.3|   154|   150|3|20.46|     |     |19.81|18.17
0613-0036498|052.643720|-28.632245|999|859|1955.9|     0|     0|2|24.48|19.79|     |     |
0613-0036499|052.644548|-28.688614|999|999|1983.6|   146|  -166|4|23.18|     |19.73|19.64|18.69
0613-0036500|052.644670|-28.646075|226|232|1992.8|     0|     0|3|     |     |19.27|19.85|18.57
0613-0036501|052.647414|-28.676256|999|478|1978.2|  -108|   -86|3|23.13|     |19.75|19.87|
0613-0036502|052.650900|-28.612481|662|999|1990.8|     0|     0|2|     |     |19.74|     |18.53
0613-0036503|052.650906|-28.613609|999|999|1979.1|  -166|  -332|3|20.80|     |18.18|     |18.69
0613-0036504|052.657320|-28.623534|674|398|1984.3|  -400|  -150|3|20.69|     |     |19.87|18.72
0613-0036505|052.658514|-28.601389|260|308|1978.1|     0|     0|5|20.48|19.33|18.67|18.43|18.55
0613-0036506|052.663292|-28.681189| 26|490|1989.3|     0|     0|2|     |     |18.44|19.87|
0613-0036507|052.670656|-28.631398|135| 21|1992.8|     2|   -18|3|     |     |19.16|19.78|18.70
0613-0036508|052.672167|-28.644148|140|365|1983.6|     0|     0|4|20.45|     |19.99|19.48|18.66
0613-0036509|052.672598|-28.644073|601|380|1977.9|     0|     0|2|20.83|     |     |     |18.72
0613-0036510|052.673595|-28.619459|999|999|1977.9|     0|     0|2|     |19.43|     |     |18.54
0613-0036511|052.674664|-28.692684|209|343|1978.1|   -10|    44|5|24.86|19.35|20.08|19.66|18.63
0613-0036512|052.675031|-28.677692| 36| 81|1978.1|     0|     0|5|15.60|14.40|15.57|14.67|14.06
0613-0036513|052.679959|-28.615109|125|225|1983.6|     0|     0|4|     |19.68|20.21|19.80|18.15
0613-0036514|052.682092|-28.640400|305|186|1992.8|     0|     0|3|     |     |20.14|19.52|18.66
0613-0036515|052.684000|-28.600078|254| 82|1978.1|    20|    28|5|19.74|18.08|19.48|18.75|17.47
0613-0036516|052.684373|-28.645053|201|289|1968.8|     0|     0|2|20.17|     |19.77|     |
0613-0036517|052.684823|-28.646889| 97|247|1978.1|     0|     0|5|14.88|13.51|14.41|13.80|13.14
0613-0036518|052.686028|-28.677262|768|999|1979.1|    36|   224|3|     |19.20|19.07|     |18.28
0613-0036519|052.687403|-28.640450|246| 59|1983.6|   -26|    18|4|20.82|     |20.07|19.71|18.60
0613-0036520|052.689512|-28.633053| 61|364|1998.4|     0|     0|2|     |     |     |19.84|18.71
0613-0036521|052.689834|-28.697175|136|248|1983.6|     0|     0|4|19.75|     |20.15|19.80|18.72
0613-0036522|052.690262|-28.681406|999|999|1990.8|     0|     0|2|     |     |19.80|     |18.48
0613-0036523|052.692189|-28.695862| 20| 30|1978.1|     0|     0|5|15.02|13.39|14.64|13.56|12.94
0613-0036524|052.697095|-28.675564|289|435|1976.4|     0|     0|2|23.83|     |     |19.82|
0613-0036525|052.697289|-28.631725|216| 49|1978.2|   -10|   -12|3|     |19.54|20.07|19.86|
0613-0036526|052.698050|-28.648278| 64|116|1983.6|   -14|    -6|4|     |17.89|19.59|17.58|17.04
0613-0036527|052.699853|-28.641925|133|204|1984.3|  -398|  -194|3|23.02|     |     |19.80|18.72
0613-0036528|052.702120|-28.649381| 70| 47|1978.1|   -10|     4|5|15.95|14.31|15.64|14.70|14.26
0613-0036529|052.703520|-28.659275|140|670|1976.4|     0|     0|2|23.94|     |     |19.68|
0613-0036530|052.705220|-28.675995| 37|183|1978.1|   -10|    -2|5|15.32|13.68|14.99|14.05|13.41
0613-0036531|052.705806|-28.649403|999|999|1978.2|   116|   228|3|     |19.96|20.18|19.78|
0613-0036532|052.707273|-28.615348|999|999|1968.8|     0|     0|2|20.92|     |19.50|     |
0613-0036533|052.707539|-28.616723| 39| 66|1978.1|     6|   -16|5|18.65|17.27|18.24|17.02|17.36
0613-0036534|052.708453|-28.661942|155|146|1978.1|     0|     0|5|19.69|17.04|18.96|17.33|16.72
0613-0036535|052.711698|-28.671223|366|160|1978.1|     0|     0|5|23.58|19.55|20.21|19.55|18.62
0613-0036536|052.711745|-28.686928|141| 41|1983.6|     0|     4|4|     |17.19|19.40|17.71|16.41
0613-0036537|052.713342|-28.616281|202|999|1978.2|     0|     0|3|     |19.21|20.27|19.87|
0613-0036538|052.713481|-28.616673|614|999|1976.4|     0|     0|2|     |19.18|     |19.28|
0613-0036539|052.713620|-28.617175|269| 39|1983.6|     0|     0|4|     |19.18|20.14|19.22|18.53
0613-0036540|052.717292|-28.681184|219|140|1992.8|     0|     0|3|     |     |20.27|19.86|18.40
0613-0036541|052.718775|-28.664114|276|765|1976.4|     0|     0|2|24.46|     |     |19.82|
0613-0036542|052.719134|-28.638009|465|999|1992.8|   246|  -786|3|     |     |19.67|23.12|18.72
0613-0036543|052.721845|-28.659225|370|142|1984.3|   -28|  -148|3|20.96|     |     |19.86|18.54
0613-0036544|052.722587|-28.698748| 87| 85|1978.1|     0|     0|5|16.67|15.71|16.84|15.77|15.53
0613-0036545|052.723303|-28.612898|220| 56|1978.1|     0|     0|5|20.11|19.04|19.55|19.05|18.60
0613-0036546|052.723559|-28.682542|116|121|1983.6|     0|     0|4|     |19.61|20.18|19.69|17.83
0613-0036547|052.726714|-28.627353|941|293|1983.6|    80|   -48|4|20.92|     |19.20|19.70|18.72
0613-0036548|052.727192|-28.676550|290|453|1983.6|    30|    -2|4|     |19.06|19.85|19.44|18.70
0613-0036549|052.727234|-28.689153|588|341|1983.6|     0|     0|4|     |19.84|20.04|19.69|18.62
0613-0036550|052.727939|-28.682553|396|101|1978.1|     0|     0|5|18.64|16.74|18.16|15.52|16.19
0613-0036551|052.728842|-28.688362|202| 88|1983.6|    14|    10|4|     |19.30|20.26|19.27|18.57
0613-0036552|052.729762|-28.682525|138| 76|1978.1|   -16|    -6|5|16.80|15.32|16.89|15.42|15.41
0613-0036553|052.731012|-28.672487|111| 90|1978.1|   -22|     4|5|18.81|17.47|16.32|16.47|16.92
0613-0036554|052.731014|-28.689931|796|183|1984.3|  -534|   194|3|24.88|     |     |19.78|18.68
0613-0036555|052.731737|-28.672664|999|999|1977.9|     0|     0|2|     |18.20|     |     |18.71
0613-0036556|052.732828|-28.649773| 29|186|1983.6|    -8|    12|4|     |18.71|20.16|19.28|18.32
0613-0036557|052.732914|-28.673292| 68|191|1970.6|   128|   -68|3|19.61|17.59|     |     |18.18
0613-0036558|052.734573|-28.641239|999|999|1964.5|     0|     0|3|20.07|19.07|20.02|     |
0613-0036559|052.735037|-28.641045|750|999|1976.4|     0|     0|2|     |18.64|     |15.13|
0613-0036560|052.735364|-28.641303| 27|376|1973.3|    -6|     0|4|18.48|16.80|15.15|     |15.08
0613-0036561|052.737328|-28.634523|148|289|1978.2|   -36|     6|3|     |19.30|20.23|19.70|
0613-0036562|052.737681|-28.634589|999|  9|1977.9|     0|     0|2|     |20.02|     |     |18.72
0613-0036563|052.740137|-28.659837|109|121|1983.6|     0|     0|4|     |18.80|19.92|18.49|17.62
0613-0036564|052.741395|-28.677606|131| 49|1998.4|     0|     0|2|     |     |     |19.81|18.72
0613-0036565|052.741434|-28.697231|107|120|1992.8|     0|     0|3|     |     |20.12|19.32|18.72
0613-0036566|052.742370|-28.600839|311| 20|1989.3|     0|     0|2|     |     |20.26|19.78|
0613-0036567|052.743062|-28.638937| 44| 72|1978.1|     0|     0|5|16.81|15.47|16.70|15.96|15.49
0613-0036568|052.743225|-28.674709|527|999|1979.1|   -66|   -68|3|     |19.32|19.78|     |18.68
0613-0036569|052.743578|-28.674725|233|133|1983.6|     0|    18|4|     |19.20|20.26|19.05|18.52
0613-0036570|052.746034|-28.616306| 52|350|1989.3|     0|     0|2|     |     |19.91|23.13|
0613-0036571|052.748809|-28.649000| 73|236|1983.6|   -12|    -6|4|     |19.35|20.15|19.46|18.62
0613-0036572|052.754137|-28.653289|346|574|1989.3|     0|     0|2|     |     |19.75|19.77|
0613-0036573|052.754798|-28.642089|999|649|1955.9|     0|     0|2|20.34|19.74|     |     |
0613-0036574|052.755164|-28.678206|820|494|1990.8|     0|     0|2|     |     |19.35|     |18.68
0613-0036575|052.756767|-28.690639| 86| 85|1978.1|     0|     0|5|20.59|19.29|19.78|19.43|18.72
0613-0036576|052.757117|-28.635964|999|394|1955.9|     0|     0|2|16.81|19.80|     |     |
0613-0036577|052.761339|-28.644270|136| 58|1978.1|     0|     0|5|19.55|18.83|19.34|19.23|18.63
0613-0036578|052.762892|-28.677903|999|999|1976.4|     0|     0|2|     |19.00|     |19.87|
0613-0036579|052.763692|-28.677862|512|264|1972.6|     0|     0|4|20.88|19.15|20.26|19.71|
0613-0036580|052.764192|-28.695020|107|214|1978.1|   -18|    -2|5|20.72|18.62|19.83|18.05|17.73
0613-0036581|052.764562|-28.631214| 30|719|1955.9|     0|     0|2|23.66|20.03|     |     |
0613-0036582|052.766503|-28.636370|452|105|1989.3|     0|     0|2|     |     |19.81|19.82|
0613-0036583|052.768059|-28.639850|557|999|1978.2|   -72|    90|3|     |20.01|20.24|19.82|
0613-0036584|052.769964|-28.643909|258| 95|1989.3|     0|     0|2|     |     |20.05|19.87|
0613-0036585|052.780481|-28.682998| 72| 65|1978.1|     0|     0|5|18.10|16.44|18.06|16.50|15.92
0613-0036586|052.784384|-28.652792|999|984|1955.9|     0|     0|2|24.48|19.89|     |     |
0613-0036587|052.784548|-28.653809| 72| 91|1978.1|     6|   -20|5|20.64|18.66|19.94|18.44|17.70
0613-0036588|052.787773|-28.632506| 53| 88|1983.6|     0|     0|4|     |18.79|20.16|19.24|18.49
0613-0036589|052.788450|-28.608923| 19| 11|1992.8|   -30|   -18|3|     |     |19.91|19.87|18.71
0613-0036590|052.789378|-28.627378|132| 90|1983.6|    50|     4|4|     |18.38|20.06|17.88|16.41
0613-0036591|052.790998|-28.627584|361| 90|1983.6|     0|     0|4|     |19.17|20.23|18.90|16.24
0613-0036592|052.792087|-28.659400| 61|204|1983.6|     0|     0|4|     |20.07|19.71|19.81|18.44
0613-0036593|052.792231|-28.613359|  4|309|1998.4|     0|     0|2|     |     |     |19.84|18.44
0613-0036594|052.792475|-28.651031|116|194|1978.1|   -16|   -12|5|23.67|18.88|20.24|19.14|18.53
0613-0036595|052.795609|-28.632034|999|999|1955.9|     0|     0|2|20.96|19.70|     |     |
0613-0036596|052.795984|-28.640695|122|295|1978.1|    10|    22|5|20.47|17.23|18.93|16.18|15.49
0613-0036597|052.796317|-28.639603|150|181|1978.1|   -12|   -18|5|19.07|17.38|17.65|16.19|15.68
0613-0036598|052.796325|-28.638734|513|999|1977.9|     0|     0|2|20.46|     |     |     |18.70
0613-0036599|052.806153|-28.604481|386|284|1998.4|     0|     0|2|     |     |     |19.85|18.53
0613-0036600|052.807239|-28.628689|238|280|1983.6|     0|     0|4|     |19.86|20.18|19.39|18.70
0613-0036601|052.808437|-28.666525|999|949|1968.8|     0|     0|2|23.50|     |20.17|     |
0613-0036602|052.820587|-28.661914|999|999|1978.2|  -118|   130|3|     |19.55|20.00|19.84|
0613-0036603|052.824853|-28.693425|815|700|1990.8|     0|     0|2|     |     |19.98|     |18.50
0613-0036604|052.827531|-28.631570| 17|165|1989.3|     0|     0|2|     |     |19.87|19.79|
0613-0036605|052.829778|-28.659667| 67|133|1978.1|     0|     0|5|19.81|19.18|18.88|18.56|18.34
0613-0036606|052.829850|-28.659912| 17|999|1955.9|     0|     0|2|20.60|19.16|     |     |
0613-0036607|052.829970|-28.658570|223|984|1970.6|    16|    96|3|19.80|19.28|     |     |18.72
0613-0036608|052.831875|-28.633056| 50| 65|1978.1|   -12|   -20|5|19.98|17.05|19.05|17.21|15.73
0613-0036609|052.833081|-28.623781|179| 25|1992.8|     0|    18|3|     |     |20.23|19.75|18.69
0613-0036610|052.835275|-28.665592|999|999|1968.8|     0|     0|2|     |19.96|18.94|     |
0613-0036611|052.844798|-28.696006|247|236|1983.6|    36|    -6|4|20.67|     |20.20|19.80|18.72
0613-0036612|052.845962|-28.605134|149|210|1990.8|     0|     0|2|     |     |20.07|     |17.49
0613-0036613|052.846314|-28.628234|483|999|1978.2|    74|  -304|3|     |19.95|19.77|19.87|
0613-0036614|052.848598|-28.657378| 59| 97|1983.6|   -10|   -42|4|     |19.37|20.27|19.33|17.46
0613-0036615|052.849273|-28.651084|192| 26|1978.2|     0|   -14|3|20.51|     |20.27|19.79|
0613-0036616|052.852178|-28.626450|999|999|1976.4|     0|     0|2|     |19.40|     |19.66|
0613-0036617|052.854525|-28.627300| 59| 82|1978.1|    14|    12|5|13.99|12.42|13.26|12.62|12.11
0613-0036618|052.854845|-28.643603|999|424|1968.8|     0|     0|2|     |19.45|20.26|     |
0613-0036619|052.859839|-28.656464|558|735|1992.8|     0|     0|3|     |     |19.37|19.86|18.50
0613-0036620|052.865045|-28.614542|272|489|1989.3|     0|     0|2|     |     |20.23|19.84|
0613-0036621|052.865681|-28.622564|  5|294|1992.8|    14|   -22|3|     |     |19.25|19.86|18.00
0613-0036622|052.867667|-28.661987|999|999|1979.1|     0|     0|3|23.45|     |20.25|     |18.17
0613-0036623|052.870192|-28.663564|144|545|1968.8|     0|     0|2|     |19.46|20.26|     |
0613-0036624|052.870409|-28.663303|807|304|1968.8|     0|     0|2|     |20.05|20.26|     |
0613-0036625|052.874217|-28.690189|736|999|1976.4|     0|     0|2|23.55|     |     |19.84|
0613-0036626|052.877987|-28.631739|999|694|1976.4|     0|     0|2|     |19.65|     |19.55|
0613-0036627|052.881528|-28.646942|317|224|1978.2|    10|   -32|3|23.57|     |19.94|19.80|
0613-0036628|052.881906|-28.690162|135|380|1989.3|     0|     0|2|     |     |20.25|19.78|
0613-0036629|052.882456|-28.696317|999|999|1978.2|   194|   152|3|     |19.71|20.26|19.87|
0613-0036630|052.883395|-28.644559|999|319|1968.8|     0|     0|2|     |19.87|20.18|     |
0613-0036631|052.884020|-28.631495|999|999|1977.9|     0|     0|2|     |19.56|     |     |17.91
0613-0036632|052.884323|-28.676173| 66| 60|1978.1|     0|     0|5|17.24|15.75|17.22|16.19|15.72
0613-0036633|052.886645|-28.663234|999|999|1990.8|     0|     0|2|     |     |20.22|     |18.70
0613-0036634|052.887964|-28.617120|829|999|1998.4|     0|     0|2|     |     |     |19.86|18.53
0613-0036635|052.888267|-28.652328| 53|133|1978.1|    -6|    -4|5|19.59|18.88|18.87|18.62|18.14
0613-0036636|052.888778|-28.615014|198|920|1992.8|    22|   524|3|     |     |20.27|19.86|18.43
0613-0036637|052.888834|-28.683409|367|999|1992.8|   378|   448|3|     |     |20.26|18.75|17.73
0613-0036638|052.894289|-28.610670|163|247|1992.8|     0|     0|3|     |     |20.26|19.49|18.56
0613-0036639|052.897284|-28.695167|127|155|1983.6|     0|     0|4|     |19.53|20.24|19.70|18.72
